customer_name,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Customer_Segment,Customer_Cluster
Julie Creighton,58,34,14996.0,1,4,3,143,At Risk,1
Julie Kriz,98,32,15648.0,1,3,3,133,At Risk,0
Julie Prescott,27,42,14594.0,2,5,3,253,At Risk,2
Justin Deggeller,1,34,23618.0,5,4,5,545,Champions,2
Justin Ellison,21,28,12910.0,3,2,2,322,Regular Customers,1
Justin Hirsh,28,40,23918.0,2,5,5,255,At Risk,2
Justin MacKendrick,13,33,9027.0,4,3,1,431,Regular Customers,1
Justin Ritter,19,27,13625.0,3,1,2,312,Regular Customers,1
Kalyca Meade,1,21,8643.0,5,1,1,511,Regular Customers,1
Karen Bern,5,34,11846.0,5,4,2,542,Loyal Customers,1
Karen Carlisle,45,35,10416.0,1,4,1,141,At Risk,1
Karen Daniels,37,30,24018.0,2,2,5,225,Regular Customers,2
Karen Ferguson,33,30,18267.0,2,2,4,224,Regular Customers,1
Karen Seio,36,25,5325.0,2,1,1,211,Lost Customers,1
Karl Braun,3,40,17494.0,5,5,4,554,Champions,2
Katharine Harms,17,39,18414.0,3,5,4,354,Regular Customers,2
Katherine Ducich,42,21,11696.0,1,1,2,112,Lost Customers,1
Katherine Hughes,2,35,12210.0,5,4,2,542,Loyal Customers,1
Katherine Murray,3,33,18522.0,5,3,4,534,Potential Loyalists,2
Katherine Nockton,20,32,19669.0,3,3,4,334,Regular Customers,2
Katrina Bavinger,20,31,14027.0,3,3,3,333,Regular Customers,1
Katrina Edelman,27,35,13553.0,2,4,2,242,At Risk,1
Katrina Willman,27,27,15747.0,2,1,3,213,Regular Customers,1
Kean Nguyen,38,34,18064.0,1,4,4,144,At Risk,2
Kean Takahito,44,39,17257.0,1,5,4,154,At Risk,2
Kean Thornton,28,27,8362.0,2,1,1,211,Lost Customers,1
Keith Dawkins,47,40,26451.0,1,5,5,155,At Risk,2
Keith Herrera,16,33,16890.0,3,3,4,334,Regular Customers,2
Kelly Andreada,17,42,18876.0,3,5,4,354,Regular Customers,2
Kelly Collister,34,32,19401.0,2,3,4,234,At Risk,2
Kelly Lampkin,16,33,14248.0,3,3,3,333,Regular Customers,1
Kelly Williams,23,40,11833.0,3,5,2,352,Regular Customers,2
Ken Black,94,29,16602.0,1,2,4,124,Regular Customers,0
Ken Brennan,2,36,11465.0,5,4,1,541,Loyal Customers,1
Ken Dana,76,27,12553.0,1,1,2,112,Lost Customers,0
Ken Heidel,9,32,9021.0,4,3,1,431,Regular Customers,1
Ken Lonsdale,1,33,24127.0,5,3,5,535,Potential Loyalists,2
Khloe Miller,16,32,10973.0,3,3,1,331,Regular Customers,1
Kimberly Carter,3,26,13923.0,5,1,2,512,Regular Customers,1
Kristen Hastings,3,46,19856.0,5,5,4,554,Champions,2
Kristina Nunn,99,24,10715.0,1,1,1,111,Lost Customers,0
Kunst Miller,29,26,16968.0,2,1,4,214,Regular Customers,1
Larry Blacks,10,36,14583.0,4,4,3,443,Loyal Customers,2
Larry Hughes,13,27,8693.0,4,1,1,411,Regular Customers,1
Larry Tron,7,34,18619.0,4,4,4,444,Loyal Customers,2
Laura Armstrong,2,46,27864.0,5,5,5,555,Champions,2
Laurel Beltran,40,39,26387.0,1,5,5,155,At Risk,2
Laurel Elliston,15,30,11477.0,3,2,1,321,Regular Customers,1
Laurel Workman,23,31,10873.0,3,3,1,331,Regular Customers,1
Lauren Leatherbury,27,35,14939.0,2,4,3,243,At Risk,2
Lela Donovan,43,38,16181.0,1,5,3,153,At Risk,2
Lena Cacioppo,24,29,11078.0,2,2,1,221,Lost Customers,1
Lena Creighton,17,38,18889.0,3,5,4,354,Regular Customers,2
Lena Hernandez,22,32,12941.0,3,3,2,332,Regular Customers,1
Lena Radford,27,29,22903.0,2,2,5,225,Regular Customers,2
Linda Cazamias,42,35,16738.0,1,4,4,144,At Risk,2
Linda Southworth,7,32,13145.0,4,3,2,432,Regular Customers,1
Lindsay Castell,3,30,14301.0,5,2,3,523,Potential Loyalists,1
Lindsay Shagiari,21,27,9366.0,3,1,1,311,Regular Customers,1
Lindsay Williams,15,34,10982.0,3,4,1,341,Regular Customers,1
Lisa DeCherney,44,33,11824.0,1,3,2,132,At Risk,1
Lisa Hazard,42,21,9164.0,1,1,1,111,Lost Customers,1
Lisa Ryan,46,35,18799.0,1,4,4,144,At Risk,2
Liz Carlisle,5,30,20127.0,5,2,5,525,Potential Loyalists,2
Liz MacKendrick,8,22,15531.0,4,1,3,413,Potential Loyalists,1
Liz Pelletier,41,31,9465.0,1,3,1,131,At Risk,1
Liz Preis,1,30,16611.0,5,2,4,524,Potential Loyalists,1
Liz Thompson,35,32,21217.0,2,3,5,235,At Risk,2
Liz Willingham,34,25,8045.0,2,1,1,211,Lost Customers,1
Logan Currie,14,36,16082.0,3,4,3,343,Regular Customers,2
Logan Haushalter,76,37,17288.0,1,4,4,144,At Risk,0
Lori Olson,3,35,13541.0,5,4,2,542,Loyal Customers,1
Luke Foster,23,27,13422.0,3,1,2,312,Regular Customers,1
Luke Schmidt,16,28,15599.0,3,2,3,323,Regular Customers,1
Luke Weiss,22,29,12051.0,3,2,2,322,Regular Customers,1
Lycoris Saunders,5,34,11739.0,5,4,2,542,Loyal Customers,1
Lynn Smith,35,30,11713.0,2,2,2,222,Lost Customers,1
Magdelene Morse,5,31,21226.0,5,3,5,535,Potential Loyalists,2
Marc Crier,45,39,15988.0,1,5,3,153,At Risk,2
Marc Harrigan,38,28,15401.0,1,2,3,123,Regular Customers,1
Maria Bertelson,2,35,21607.0,5,4,5,545,Champions,2
Maria Etezadi,6,40,26252.0,5,5,5,555,Champions,2
Maria Zettner,22,31,17960.0,3,3,4,334,Regular Customers,1
Maribeth Dona,27,36,17829.0,2,4,4,244,At Risk,2
Maribeth Schnelling,6,39,21681.0,5,5,5,555,Champions,2
Maribeth Yedwab,30,32,16472.0,2,3,4,234,At Risk,1
Marina Lichtenstein,1,32,15555.0,5,3,3,533,Potential Loyalists,1
Maris LaWare,34,33,15175.0,2,3,3,233,At Risk,1
Mark Cousins,24,35,16548.0,2,4,4,244,At Risk,2
Mark Haberlin,9,33,11304.0,4,3,1,431,Regular Customers,1
Mark Hamilton,55,37,14724.0,1,4,3,143,At Risk,2
Mark Packer,6,30,12987.0,5,2,2,522,Regular Customers,1
Mark Van Huff,17,32,11518.0,3,3,1,331,Regular Customers,1
Mary O'Rourke,37,29,11126.0,2,2,1,221,Lost Customers,1
Mary Zewe,24,34,16577.0,2,4,4,244,At Risk,2
MaryBeth Skach,16,33,14790.0,3,3,3,333,Regular Customers,1
Mathew Reese,98,29,21575.0,1,2,5,125,Regular Customers,0
Matt Abelman,65,28,12447.0,1,2,2,122,Lost Customers,0
Matt Collins,10,41,17897.0,4,5,4,454,Loyal Customers,2
Matt Collister,52,28,11674.0,1,2,2,122,Lost Customers,1
Matt Connell,50,28,13230.0,1,2,2,122,Lost Customers,1
Matt Hagelstein,24,27,12217.0,2,1,2,212,Lost Customers,1
Matthew Clasen,6,38,21805.0,5,5,5,555,Champions,2
Matthew Grinstein,20,22,13017.0,3,1,2,312,Regular Customers,1
Maureen Fritzler,49,32,13529.0,1,3,2,132,At Risk,1
Maureen Gastineau,37,37,20363.0,2,4,5,245,At Risk,2
Maureen Gnade,1,32,18326.0,5,3,4,534,Potential Loyalists,2
Maurice Satty,30,34,10031.0,2,4,1,241,At Risk,1
Max Engle,12,39,9924.0,4,5,1,451,Loyal Customers,1
Max Jones,22,30,16486.0,3,2,4,324,Regular Customers,1
Max Ludwig,2,35,15534.0,5,4,3,543,Loyal Customers,2
Maxwell Schwartz,35,42,17928.0,2,5,4,254,At Risk,2
Maya Herman,1,35,13592.0,5,4,2,542,Loyal Customers,1
Meg O'Connel,7,34,18003.0,4,4,4,444,Loyal Customers,2
Meg Tillman,50,33,15346.0,1,3,3,133,At Risk,1
Melanie Seite,5,34,16104.0,5,4,3,543,Loyal Customers,2
Michael Chen,2,35,15939.0,5,4,3,543,Loyal Customers,2
Michael Dominguez,37,33,22427.0,2,3,5,235,At Risk,2
Michael Grace,6,34,14532.0,5,4,3,543,Loyal Customers,1
Michael Granlund,6,30,13185.0,5,2,2,522,Regular Customers,1
Michael Kennedy,22,42,14447.0,3,5,3,353,Regular Customers,2
Michael Moore,8,39,21730.0,4,5,5,455,Champions,2
Michael Nguyen,9,27,15047.0,4,1,3,413,Potential Loyalists,1
Michael Oakman,7,17,5464.0,4,1,1,411,Regular Customers,1
Michael Paige,28,47,17796.0,2,5,4,254,At Risk,2
Michael Stewart,7,32,17869.0,4,3,4,434,Potential Loyalists,2
Michelle Arnett,17,33,11933.0,3,3,2,332,Regular Customers,1
Michelle Ellison,43,28,10708.0,1,2,1,121,Lost Customers,1
Michelle Huthwaite,15,28,12851.0,3,2,2,322,Regular Customers,1
Michelle Lonsdale,8,26,10367.0,4,1,1,411,Regular Customers,1
Michelle Moray,16,33,13089.0,3,3,2,332,Regular Customers,1
Michelle Tran,128,31,17779.0,1,3,4,134,At Risk,0
Mick Brown,12,38,16451.0,4,5,4,454,Loyal Customers,2
Mick Crebagga,42,36,12014.0,1,4,2,142,At Risk,1
Mick Hernandez,6,33,13275.0,5,3,2,532,Regular Customers,1
Mike Caudle,52,28,9355.0,1,2,1,121,Lost Customers,1
Mike Gockenbach,3,27,23378.0,5,1,5,515,Potential Loyalists,2
Mike Kennedy,23,30,12741.0,3,2,2,322,Regular Customers,1
Mike Pelletier,17,42,24216.0,3,5,5,355,Regular Customers,2
Mike Vittorini,8,38,19572.0,4,5,4,454,Loyal Customers,2
Mitch Gastineau,2,36,18010.0,5,4,4,544,Loyal Customers,2
Mitch Webber,18,36,23070.0,3,4,5,345,Regular Customers,2
Mitch Willingham,1,30,19008.0,5,2,4,524,Potential Loyalists,1
Monica Federle,8,38,21944.0,4,5,5,455,Champions,2
Muhammed Lee,9,35,15851.0,4,4,3,443,Loyal Customers,2
Muhammed MacIntyre,13,35,10720.0,4,4,1,441,Loyal Customers,1
Muhammed Yedwab,1,39,29644.0,5,5,5,555,Champions,2
Nancy Lomonaco,26,27,10840.0,2,1,1,211,Lost Customers,1
Naresj Patel,2,33,13118.0,5,3,2,532,Regular Customers,1
Nat Carroll,6,31,16613.0,5,3,4,534,Potential Loyalists,1
Nat Gilpin,49,28,12015.0,1,2,2,122,Lost Customers,1
Natalie DeCherney,13,29,13709.0,4,2,2,422,Regular Customers,1
Natalie Fritzler,2,43,31778.0,5,5,5,555,Champions,2
Natalie Webber,118,33,22374.0,1,3,5,135,At Risk,0
Nathan Cano,40,24,10759.0,1,1,1,111,Lost Customers,1
Nathan Gelder,19,36,22721.0,3,4,5,345,Regular Customers,2
Nathan Mautz,31,41,24278.0,2,5,5,255,At Risk,2
Neil Ducich,6,32,14780.0,5,3,3,533,Potential Loyalists,1
Neil Französisch,7,29,12649.0,4,2,2,422,Regular Customers,1
Neil Knudson,27,28,13875.0,2,2,2,222,Lost Customers,1
Neola Schneider,7,30,15801.0,4,2,3,423,Potential Loyalists,1
Neoma Murray,20,28,13872.0,3,2,2,322,Regular Customers,1
Nick Crebassa,7,29,12302.0,4,2,2,422,Regular Customers,1
Nick Radford,3,34,12891.0,5,4,2,542,Loyal Customers,1
Nick Zandusky,86,30,20271.0,1,2,5,125,Regular Customers,0
Nicole Brennan,429,17,5935.0,1,1,1,111,Lost Customers,0
Nicole Fjeld,12,27,12268.0,4,1,2,412,Regular Customers,1
Nicole Hansen,6,28,21304.0,5,2,5,525,Potential Loyalists,2
Noah Childs,21,31,17346.0,3,3,4,334,Regular Customers,1
Noel Staavos,37,45,16643.0,2,5,4,254,At Risk,2
Nona Balk,20,27,10082.0,3,1,1,311,Regular Customers,1
Nora Paige,59,25,15714.0,1,1,3,113,Regular Customers,1
Nora Pelletier,15,34,16358.0,3,4,3,343,Regular Customers,2
Nora Preis,29,33,15921.0,2,3,3,233,At Risk,1
Odella Nelson,48,38,19273.0,1,5,4,154,At Risk,2
Olvera Toch,34,36,19759.0,2,4,4,244,At Risk,2
Pamela Coakley,3,26,11940.0,5,1,2,512,Regular Customers,1
Pamela Stobb,30,33,17635.0,2,3,4,234,At Risk,2
Parhena Norris,16,38,12893.0,3,5,2,352,Regular Customers,2
Patricia Hirasaki,58,27,11182.0,1,1,1,111,Lost Customers,1
Patrick Bzostek,9,28,14858.0,4,2,3,423,Potential Loyalists,1
Patrick Gardner,21,41,16481.0,3,5,4,354,Regular Customers,2
Patrick Jones,40,25,14442.0,1,1,3,113,Regular Customers,1
Patrick O'Brill,5,45,26712.0,5,5,5,555,Champions,2
Patrick O'Donnell,1,41,24025.0,5,5,5,555,Champions,2
Patrick Ryan,26,34,14330.0,2,4,3,243,At Risk,1
Paul Gonzalez,3,34,15922.0,5,4,3,543,Loyal Customers,2
Paul Knutson,99,20,8232.0,1,1,1,111,Lost Customers,0
Paul Lucas,16,23,15015.0,3,1,3,313,Regular Customers,1
Paul MacIntyre,22,32,14346.0,3,3,3,333,Regular Customers,1
Paul Prost,15,33,22247.0,3,3,5,335,Regular Customers,2
Paul Stevenson,28,37,19620.0,2,5,4,254,At Risk,2
Paul Van Hugh,9,34,18932.0,4,4,4,444,Loyal Customers,2
Pauline Chand,22,22,10633.0,3,1,1,311,Regular Customers,1
Pauline Johnson,20,30,15845.0,3,2,3,323,Regular Customers,1
Pauline Webber,8,38,13888.0,4,5,2,452,Loyal Customers,2
Penelope Sewall,21,33,30083.0,3,3,5,335,Regular Customers,2
Pete Armstrong,24,27,10395.0,2,1,1,211,Lost Customers,1
Pete Kriz,9,32,18657.0,4,3,4,434,Potential Loyalists,2
Pete Takahito,3,30,13054.0,5,2,2,522,Regular Customers,1
Peter Bühler,1,20,9897.0,5,1,1,511,Regular Customers,1
Peter Fuller,84,38,29876.0,1,5,5,155,At Risk,2
Peter McVee,13,28,11288.0,4,2,1,421,Regular Customers,1
Philip Brown,6,43,11386.0,5,5,1,551,Loyal Customers,2
Philip Fox,35,43,18031.0,2,5,4,254,At Risk,2
Philisse Overcash,30,33,17984.0,2,3,4,234,At Risk,2
Phillina Ober,34,29,19099.0,2,2,4,224,Regular Customers,1
Phillip Breyer,9,34,24269.0,4,4,5,445,Loyal Customers,2
Phillip Flathmann,3,37,13392.0,5,5,2,552,Loyal Customers,2
Pierre Wener,2,31,8422.0,5,3,1,531,Regular Customers,1
Quincy Jones,26,28,18585.0,2,2,4,224,Regular Customers,1
Rachel Payne,8,32,14998.0,4,3,3,433,Potential Loyalists,1
Ralph Arnett,6,38,23044.0,5,5,5,555,Champions,2
Ralph Kennedy,29,30,13998.0,2,2,3,223,Regular Customers,1
Ralph Ritter,20,25,13584.0,3,1,2,312,Regular Customers,1
Randy Bradley,16,40,22898.0,3,5,5,355,Regular Customers,2
Randy Ferguson,7,32,16598.0,4,3,4,434,Potential Loyalists,1
Raymond Buch,21,29,29601.0,3,2,5,325,Regular Customers,2
Raymond Messe,10,32,18317.0,4,3,4,434,Potential Loyalists,2
Resi Pölking,16,41,22053.0,3,5,5,355,Regular Customers,2
Ricardo Emerson,29,27,14039.0,2,1,3,213,Regular Customers,1
Ricardo Sperren,34,35,14432.0,2,4,3,243,At Risk,1
Richard Bierner,20,34,14797.0,3,4,3,343,Regular Customers,1
Richard Eichhorn,16,30,16340.0,3,2,3,323,Regular Customers,1
Rick Bensley,1,39,20854.0,5,5,5,555,Champions,2
Rick Duston,1,33,17546.0,5,3,4,534,Potential Loyalists,2
Rick Hansen,25,31,16356.0,2,3,3,233,At Risk,1
Rick Huthwaite,21,32,13438.0,3,3,2,332,Regular Customers,1
Rick Reed,1,34,16382.0,5,4,4,544,Loyal Customers,2
Rick Wilson,27,32,25125.0,2,3,5,235,At Risk,2
Ritsa Hightower,8,29,17695.0,4,2,4,424,Potential Loyalists,1
Rob Beeghly,21,30,11549.0,3,2,2,322,Regular Customers,1
Rob Dowd,26,38,21482.0,2,5,5,255,At Risk,2
Rob Haberlin,7,29,7970.0,4,2,1,421,Regular Customers,1
Rob Lucas,121,31,17289.0,1,3,4,134,At Risk,0
Rob Williams,78,28,9988.0,1,2,1,121,Lost Customers,0
Robert Barroso,151,25,6256.0,1,1,1,111,Lost Customers,0
Robert Dilbeck,28,30,16344.0,2,2,3,223,Regular Customers,1
Robert Marley,5,27,12868.0,5,1,2,512,Regular Customers,1
Robert Waldorf,16,33,12596.0,3,3,2,332,Regular Customers,1
Roger Barcio,17,28,15304.0,3,2,3,323,Regular Customers,1
Roger Demir,22,38,14738.0,3,5,3,353,Regular Customers,2
Roland Fjeld,2,26,13090.0,5,1,2,512,Regular Customers,1
Roland Murray,17,26,7403.0,3,1,1,311,Regular Customers,1
Roland Schwarz,37,31,15108.0,2,3,3,233,At Risk,1
Rose O'Brian,5,38,21912.0,5,5,5,555,Champions,2
Ross Baird,31,40,19314.0,2,5,4,254,At Risk,2
Ross DeVincentis,15,37,10302.0,3,5,1,351,Regular Customers,1
Roy Collins,119,26,7956.0,1,1,1,111,Lost Customers,0
Roy Französisch,7,37,15652.0,4,5,3,453,Loyal Customers,2
Roy Phan,22,33,14610.0,3,3,3,333,Regular Customers,1
Roy Skaria,20,28,8121.0,3,2,1,321,Regular Customers,1
Ruben Ausman,44,31,15939.0,1,3,3,133,At Risk,1
Ruben Dartt,33,39,18320.0,2,5,4,254,At Risk,2
Russell Applegate,13,29,21398.0,4,2,5,425,Potential Loyalists,2
Russell D'Ascenzo,29,33,15819.0,2,3,3,233,At Risk,1
Ryan Akin,2,32,13742.0,5,3,2,532,Regular Customers,1
Ryan Crowe,23,27,9539.0,3,1,1,311,Regular Customers,1
Sally Hughsby,26,37,18951.0,2,5,4,254,At Risk,2
Sally Knutson,9,26,13292.0,4,1,2,412,Regular Customers,1
Sally Matthias,105,30,13063.0,1,2,2,122,Lost Customers,0
Sam Craven,9,38,11056.0,4,5,1,451,Loyal Customers,1
Sam Zeldin,14,41,16361.0,3,5,3,353,Regular Customers,2
Sample Company A,41,37,19129.0,1,5,4,154,At Risk,2
Sandra Flanagan,59,29,11259.0,1,2,1,121,Lost Customers,1
Sandra Glassco,4,23,11853.0,5,1,2,512,Regular Customers,1
Sanjit Chand,76,35,26524.0,1,4,5,145,At Risk,2
Sanjit Engle,10,39,30143.0,4,5,5,455,Champions,2
Sanjit Jacobs,33,39,13521.0,2,5,2,252,At Risk,2
Saphhira Shifley,16,39,23632.0,3,5,5,355,Regular Customers,2
Sara Luxemburg,30,46,16827.0,2,5,4,254,At Risk,2
Sarah Bern,3,20,14603.0,5,1,3,513,Potential Loyalists,1
Sarah Brown,75,38,22300.0,1,5,5,155,At Risk,2
Sarah Foster,6,36,15659.0,5,4,3,543,Loyal Customers,2
Sarah Jordon,29,41,16070.0,2,5,3,253,At Risk,2
Scot Coram,17,28,22129.0,3,2,5,325,Regular Customers,2
Scot Wooten,13,30,15479.0,4,2,3,423,Potential Loyalists,1
Scott Cohen,1,33,12537.0,5,3,2,532,Regular Customers,1
Scott Williamson,22,38,17044.0,3,5,4,354,Regular Customers,2
Sean Braxton,42,27,20514.0,1,1,5,115,Regular Customers,1
Sean Christensen,17,33,20907.0,3,3,5,335,Regular Customers,2
Sean Miller,22,28,35170.0,3,2,5,325,Regular Customers,2
Sean O'Donnell,30,31,16366.0,2,3,3,233,At Risk,1
Sean Wendt,13,30,8168.0,4,2,1,421,Regular Customers,1
Seth Vernon,88,36,23640.0,1,4,5,145,At Risk,0
Shahid Collister,31,41,17678.0,2,5,4,254,At Risk,2
Shahid Hopkins,24,37,12979.0,2,5,2,252,At Risk,2
Shahid Shariari,27,37,18107.0,2,5,4,254,At Risk,2
Sharelle Roach,9,24,13005.0,4,1,2,412,Regular Customers,1
Shaun Chance,10,29,9610.0,4,2,1,421,Regular Customers,1
Shaun Weien,8,31,8247.0,4,3,1,431,Regular Customers,1
Sheri Gordon,91,31,13818.0,1,3,2,132,At Risk,0
Shirley Daniels,16,40,17959.0,3,5,4,354,Regular Customers,2
Shirley Jackson,176,29,13385.0,1,2,2,122,Lost Customers,0
Shirley Schmidt,1,22,7903.0,5,1,1,511,Regular Customers,1
Shui Tom,7,38,15006.0,4,5,3,453,Loyal Customers,2
Sibella Parks,17,24,7221.0,3,1,1,311,Regular Customers,1
Skye Norling,14,31,14225.0,3,3,3,333,Regular Customers,1
Sonia Cooley,28,35,10012.0,2,4,1,241,At Risk,1
Sonia Sunley,6,29,13118.0,5,2,2,522,Regular Customers,1
Speros Goranitis,76,38,12948.0,1,5,2,152,At Risk,0
Stefania Perrino,6,36,19418.0,5,4,4,544,Loyal Customers,2
Stefanie Holloman,31,29,14205.0,2,2,3,223,Regular Customers,1
Stephanie Phelps,21,30,11151.0,3,2,1,321,Regular Customers,1
Stephanie Ulpright,5,29,10779.0,5,2,1,521,Regular Customers,1
Steve Carroll,22,35,19823.0,3,4,4,344,Regular Customers,2
Steve Chapman,10,39,23401.0,4,5,5,455,Champions,2
Steve Nguyen,45,28,13404.0,1,2,2,122,Lost Customers,1
Steven Cartwright,8,37,16918.0,4,5,4,454,Loyal Customers,2
Steven Roelle,22,37,19374.0,3,5,4,354,Regular Customers,2
Steven Ward,16,38,25669.0,3,5,5,355,Regular Customers,2
Stewart Carmichael,41,39,16529.0,1,5,4,154,At Risk,2
Stewart Visinsky,22,34,17232.0,3,4,4,344,Regular Customers,2
Stuart Calhoun,31,26,11409.0,2,1,1,211,Lost Customers,1
Stuart Van,9,33,22308.0,4,3,5,435,Potential Loyalists,2
Sue Ann Reed,11,40,16494.0,4,5,4,454,Loyal Customers,2
Sung Chung,9,28,11265.0,4,2,1,421,Regular Customers,1
Sung Pak,55,28,13496.0,1,2,2,122,Lost Customers,1
Sung Shariari,15,25,5331.0,3,1,1,311,Regular Customers,1
Susan Gilcrest,17,28,12686.0,3,2,2,322,Regular Customers,1
Susan MacKendrick,38,22,8634.0,1,1,1,111,Lost Customers,1
Susan Pistek,7,32,29020.0,4,3,5,435,Potential Loyalists,2
Susan Vittorini,1,31,15689.0,5,3,3,533,Potential Loyalists,1
Suzanne McNair,26,38,12888.0,2,5,2,252,At Risk,2
Sylvia Foulston,49,23,9257.0,1,1,1,111,Lost Customers,1
Tamara Chand,28,36,37453.0,2,4,5,245,At Risk,2
Tamara Dahlen,1,28,7704.0,5,2,1,521,Regular Customers,1
Tamara Manning,65,30,14461.0,1,2,3,123,Regular Customers,0
Tamara Willingham,20,35,14256.0,3,4,3,343,Regular Customers,1
Tanja Norvell,23,31,9595.0,3,3,1,331,Regular Customers,1
Ted Butterfield,36,32,16030.0,2,3,3,233,At Risk,1
Ted Trevino,15,33,17245.0,3,3,4,334,Regular Customers,2
Thais Sissman,42,27,6787.0,1,1,1,111,Lost Customers,1
Thea Hendricks,7,31,15541.0,4,3,3,433,Potential Loyalists,1
Thea Hudgings,44,31,15353.0,1,3,3,133,At Risk,1
Theone Pippenger,3,43,23965.0,5,5,5,555,Champions,2
Theresa Coyne,12,35,22219.0,4,4,5,445,Loyal Customers,2
Theresa Swint,9,27,7936.0,4,1,1,411,Regular Customers,1
Thomas Boland,40,31,17427.0,1,3,4,134,At Risk,1
Thomas Brumley,50,21,11805.0,1,1,2,112,Lost Customers,1
Thomas Seio,27,35,14530.0,2,4,3,243,At Risk,1
Thomas Thornton,6,31,15055.0,5,3,3,533,Potential Loyalists,1
Tiffany House,9,36,16804.0,4,4,4,444,Loyal Customers,2
Tim Brockman,2,43,19103.0,5,5,4,554,Champions,2
Tim Taslimi,2,29,9780.0,5,2,1,521,Regular Customers,1
Toby Braunhardt,58,35,11699.0,1,4,2,142,At Risk,1
Toby Carlisle,13,34,20126.0,4,4,5,445,Loyal Customers,2
Toby Gnade,15,35,13021.0,3,4,2,342,Regular Customers,1
Toby Ritter,2,26,12427.0,5,1,2,512,Regular Customers,1
Toby Swindell,9,36,18632.0,4,4,4,444,Loyal Customers,2
Todd Boyes,15,28,9647.0,3,2,1,321,Regular Customers,1
Todd Sumrall,19,37,27775.0,3,5,5,355,Regular Customers,2
Tom Ashbrook,9,30,40489.0,4,2,5,425,Potential Loyalists,2
Tom Boeckenhauer,26,35,24480.0,2,4,5,245,At Risk,2
Tom Prescott,49,26,12874.0,1,1,2,112,Lost Customers,1
Tom Stivers,20,29,15345.0,3,2,3,323,Regular Customers,1
Tom Zandusky,9,35,15348.0,4,4,3,443,Loyal Customers,2
Tonja Turnell,13,40,20085.0,4,5,5,455,Champions,2
Tony Chapman,2,38,12633.0,5,5,2,552,Loyal Customers,2
Tony Molinari,41,35,15973.0,1,4,3,143,At Risk,2
Tony Sayre,12,31,19734.0,4,3,4,434,Potential Loyalists,2
Tracy Blumstein,19,45,20704.0,3,5,5,355,Regular Customers,2
Tracy Collins,1,34,11099.0,5,4,1,541,Loyal Customers,1
Tracy Hopkins,6,31,13095.0,5,3,2,532,Regular Customers,1
Tracy Poddar,15,35,13289.0,3,4,2,342,Regular Customers,1
Tracy Zic,36,24,10860.0,2,1,1,211,Lost Customers,1
Troy Blackwell,29,30,9187.0,2,2,1,221,Lost Customers,1
Troy Staebel,21,35,22579.0,3,4,5,345,Regular Customers,2
Trudy Brown,31,36,15078.0,2,4,3,243,At Risk,2
Trudy Glocke,6,42,18883.0,5,5,4,554,Champions,2
Trudy Schmidt,85,30,9980.0,1,2,1,121,Lost Customers,0
Valerie Dominguez,1,30,15987.0,5,2,3,523,Potential Loyalists,1
Valerie Mitchum,14,38,14567.0,3,5,3,353,Regular Customers,2
Valerie Takahito,8,32,19368.0,4,3,4,434,Potential Loyalists,2
Vicky Freymann,14,28,12600.0,3,2,2,322,Regular Customers,1
Victor Preis,29,33,12063.0,2,3,2,232,At Risk,1
Victoria Brennan,5,25,10745.0,5,1,1,511,Regular Customers,1
Victoria Pisteka,76,31,18554.0,1,3,4,134,At Risk,0
Victoria Wilson,7,35,17039.0,4,4,4,444,Loyal Customers,2
Vivek Gonzalez,111,31,10296.0,1,3,1,131,At Risk,0
Vivek Grady,3,27,23767.0,5,1,5,515,Potential Loyalists,2
Vivek Sundaresam,23,22,11413.0,3,1,1,311,Regular Customers,1
Vivian Mathis,9,23,3891.0,4,1,1,411,Regular Customers,1
William Brown,21,40,16886.0,3,5,4,354,Regular Customers,2
Xylona Preis,44,30,12202.0,1,2,2,122,Lost Customers,1
Yana Sorensen,5,32,20034.0,5,3,5,535,Potential Loyalists,2
Yoseph Carroll,5,31,20165.0,5,3,5,535,Potential Loyalists,2
Zuschuss Carroll,4,38,28485.0,5,5,5,555,Champions,2
Zuschuss Donatelli,2,29,12434.0,5,2,2,522,Regular Customers,1
